complaint_id,product_group,s_class,s_conf,s_deleg,s_eval,g_class,g_conf,g_deleg,g_eval,care_p,care_sent,fairness_p,fairness_sent,loyalty_p,loyalty_sent,authority_p,authority_sent,sanctity_p,sanctity_sent,emfd_hits,word_count,concordant,avg_conf,conf_tercile
1650340,mortgage,DELEGATIVE,0.75,0.75,0.45,EVALUATIVE,0.8,0.3,0.8,0.0243590916666271,-0.1232496690017604,0.0304486529515054,-0.075322460356835,0.0223039623400894,-0.0328602528345656,0.0222071281234739,-0.0377479246744455,0.0173071536834882,-0.1235535976203411,83,315,False,0.775,Low
2441024,mortgage,EVALUATIVE,0.82,0.15,0.85,EVALUATIVE,0.85,0.3,0.9,0.0243807225627431,-0.1114793876529,0.028621754690669,-0.0760091873210792,0.0202304790726858,0.0171915557709787,0.0214247815548368,-0.0389481282154498,0.0154221271298445,-0.0597486176396748,79,312,True,0.835,Medium
3134114,mortgage,EVALUATIVE,0.75,0.2,0.75,EVALUATIVE,0.7,0.3,0.7,0.0281502371965761,-0.093827176677724,0.0349992101908444,0.0383592732849909,0.0268591867348184,-0.0613003056112182,0.0190260666358309,-0.0925549057705229,0.0196357249244665,-0.081545335445226,16,69,True,0.725,Low
6375919,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.8,0.3,0.8,0.0297353304328482,-0.1074256505170438,0.0317494062395305,-0.0452305565793283,0.0257802614876543,-0.0175131245204299,0.0242872120904213,-0.0743660094995241,0.0186035459104756,-0.0712796529191008,114,437,True,0.81,Medium
14525613,mortgage,EVALUATIVE,0.75,0.2,0.8,EVALUATIVE,0.8,0.3,0.8,0.0203874555539272,-0.134971248237618,0.0260890646633524,-0.0499330776878942,0.0204564879061824,-0.0248026093212919,0.0205761778095742,-0.0515533976005141,0.0147567708775231,-0.0435017196637523,82,346,True,0.775,Low
6767643,mortgage,EVALUATIVE,0.82,0.25,0.85,DELEGATIVE,0.8,0.8,0.4,0.0288393039232336,-0.115671679355308,0.0334379082986001,-0.0128733275319806,0.0238706206523517,-0.0469819837602518,0.02362704006575,-0.0684548220259871,0.0189170385995535,-0.0727457444876079,443,1672,False,0.81,Medium
15349565,mortgage,EVALUATIVE,0.75,0.25,0.85,EVALUATIVE,0.8,0.3,0.8,0.0204490541630692,-0.1219549485565251,0.0255383191207373,-0.0437419524979181,0.0242483532123526,-0.0059073391469721,0.0226283857694247,0.0221353103950701,0.0179619259234688,-0.0533988291077458,41,163,True,0.775,Low
12133395,mortgage,DELEGATIVE,0.85,0.85,0.35,DELEGATIVE,0.9,0.9,0.4,0.0318685240925342,-0.0528428515866731,0.0365448943708842,-0.0291647225590585,0.0302810588786707,0.0210369249945953,0.0268337294422979,-0.0273474258010638,0.0212537490959785,-0.0690366466074954,36,115,True,0.875,High
2955745,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.2,0.9,0.0254355930686283,-0.1775058821653245,0.0283769286654882,-0.049651753263567,0.0209203602397783,-0.0802876530177811,0.0210667135348662,-0.101660229638393,0.0170720173321234,-0.0585221704946172,36,153,True,0.85,High
4374587,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.2,0.9,0.0245234515421445,-0.1127737477973045,0.0294983113543858,-0.0302326301031459,0.0223829873800552,0.0081381357677883,0.0207129439639397,-0.0610765951865362,0.0177701556777785,-0.0596464498505299,37,146,True,0.85,High
2131823,mortgage,EVALUATIVE,0.75,0.25,0.8,EVALUATIVE,0.8,0.3,0.8,0.0189934195871593,-0.1226801730226953,0.0232822608907358,-0.0394657558662899,0.0177362591055293,-0.0563915016451137,0.0158282981285683,-0.074132833276587,0.0131311428885771,-0.0664515884313767,24,111,True,0.775,Low
2156302,mortgage,DELEGATIVE,0.85,0.85,0.45,DELEGATIVE,0.85,0.9,0.6,0.0188737377995559,-0.1072041724518562,0.0252208001896309,-0.0400987641322844,0.0166357237411414,-0.0446316992317317,0.0167700870145141,-0.0559247956731895,0.015061604519424,-0.0930240338122929,75,361,True,0.85,High
7404085,mortgage,DELEGATIVE,0.85,0.85,0.45,EVALUATIVE,0.85,0.4,0.85,0.0252753761853212,-0.094118494217253,0.0260291158557385,-0.0439087072244232,0.0197364949873709,-0.0128165000071594,0.022843928564291,-0.0384667816581417,0.0172347301994904,-0.0783740739717067,94,396,False,0.85,High
11068425,mortgage,EVALUATIVE,0.85,0.25,0.85,EVALUATIVE,0.8,0.4,0.8,0.0375291656031544,-0.1132357701164429,0.0423196300981655,-0.0408261655349714,0.0278079250029392,-0.0320219574991613,0.0279484681893251,-0.0939045446028052,0.0282121148254025,-0.0729898385593382,185,570,True,0.825,Medium
8303248,mortgage,EVALUATIVE,0.75,0.35,0.8,EVALUATIVE,0.8,0.4,0.8,0.0318080121903576,-0.0798028166616716,0.0372308638879334,-0.0533453842978738,0.0296519407795876,-0.0004143135528492,0.0301668354285515,-0.054705576440317,0.0273564746642328,-0.0707884593204984,97,315,True,0.775,Low
2294740,mortgage,EVALUATIVE,0.75,0.25,0.85,EVALUATIVE,0.8,0.4,0.8,0.0266279326774755,-0.1321069605414462,0.0313444827077805,-0.037531693339285,0.0258963545036775,-0.0347559030528857,0.025528285562654,-0.0489952764463864,0.0186756634587844,-0.0893452396316343,147,539,True,0.775,Low
12682915,mortgage,DELEGATIVE,0.75,0.75,0.45,DELEGATIVE,0.85,0.85,0.4,0.0242215775423825,-0.1032542726430405,0.0290882660548192,-0.0524946151366624,0.0193409332113549,-0.0009621537614128,0.0193843690315626,-0.0676012054239737,0.0179450357144757,-0.1188917370140069,69,265,True,0.8,Medium
10660830,mortgage,DELEGATIVE,0.82,0.85,0.35,DELEGATIVE,0.8,0.8,0.4,0.0330235869482055,-0.0946571752739578,0.0303991103530426,-0.0527253043610065,0.0263117182814653,-0.0058575317103682,0.0251878078207647,-0.0654696857629212,0.0227461905268929,-0.0677922366802847,58,197,True,0.81,Medium
1937673,mortgage,DELEGATIVE,0.75,0.75,0.25,UNCLASSIFIABLE,0.6,0.5,0.5,0.0318802667927663,-0.1059799648568965,0.0378938154824846,-0.0729141113168769,0.0270820816609315,-0.0569581070240246,0.0254620567131481,-0.0780727647856693,0.0254008201571714,-0.0434137597108105,32,119,False,0.675,Low
2643480,mortgage,EVALUATIVE,0.75,0.2,0.8,EVALUATIVE,0.8,0.3,0.8,0.0219120934241891,-0.1023099151156683,0.0288437831447286,-0.0079939041963458,0.0218743065869635,-0.0116352272198516,0.0245573965273529,-0.0389042329547928,0.0149853049116751,-0.0997649731303521,52,205,True,0.775,Low
9319115,mortgage,EVALUATIVE,0.75,0.2,0.8,EVALUATIVE,0.8,0.3,0.8,0.0277513333213372,-0.2438915936877049,0.0316482662060796,-0.1213241415890569,0.0252271486003866,-0.1423172084298745,0.0298222078207772,-0.1103341699719211,0.0232325066959599,-0.0430653476492618,21,73,True,0.775,Low
1804051,mortgage,EVALUATIVE,0.75,0.3,0.85,EVALUATIVE,0.85,0.4,0.9,0.0231873485093474,-0.1322174144625345,0.0322233694346775,-0.038616785826096,0.0212292472409741,-0.0226510207007151,0.0245744737427468,-0.0295474913128228,0.01725889611797,-0.0029600402998186,85,301,True,0.8,Medium
2336406,mortgage,DELEGATIVE,0.82,0.82,0.35,DELEGATIVE,0.8,0.8,0.4,0.0334098553628906,-0.0764638810183059,0.0337275320099584,-0.0502359204729115,0.027082880756053,-0.0097881309224494,0.02455325828907,-0.050658889794502,0.0220483143666738,-0.0781744091476059,51,185,True,0.81,Medium
5653038,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.8,0.3,0.8,0.0222078719331699,-0.1280704714473026,0.0306455983231792,-0.0349200905405681,0.0206652830033456,-0.0297684561417159,0.0209555520650812,-0.0841353658182127,0.0157300081274559,-0.118213416373557,36,136,True,0.825,Medium
7290181,mortgage,EVALUATIVE,0.75,0.3,0.75,EVALUATIVE,0.7,0.4,0.7,0.0235308134720356,-0.0946935901276332,0.0255107278501037,-0.03024828988539,0.0200967480542581,0.0119454145671789,0.0175397453649178,-0.0945019515402053,0.0190593556283367,-0.1345909781561824,36,151,True,0.725,Low
5281671,mortgage,EVALUATIVE,0.85,0.15,0.9,EVALUATIVE,0.8,0.3,0.8,0.024056367982973,-0.1113888708273479,0.0289031739325736,0.0029933782651424,0.0251929574960552,-0.0425501906812153,0.0261674603756512,-0.0462010947309347,0.0195642550360808,-0.061875638932426,236,841,True,0.825,Medium
2752182,mortgage,DELEGATIVE,0.75,0.75,0.35,DELEGATIVE,0.8,0.8,0.4,0.0249745917024003,-0.0598608980121656,0.025878053072621,-0.014456873701746,0.0210752195102864,0.0147914508291104,0.0209472675479712,-0.0542011617648498,0.0188438292999287,-0.0603277449124642,190,751,True,0.775,Low
4661195,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.2,0.9,0.0261234814075089,-0.1727457831275335,0.0333272915701639,-0.0436892235609765,0.0213059056937592,-0.0486959810631386,0.0202566385437985,-0.2016664140536074,0.0217955784081448,-0.1941919118884101,47,201,True,0.85,High
3086033,mortgage,EVALUATIVE,0.82,0.15,0.85,EVALUATIVE,0.85,0.2,0.9,0.0259873595087734,-0.0896688318026547,0.0281978763914761,-0.0509847876046043,0.0218836855382269,-0.0907224670795401,0.0297883006851631,0.0268663278981794,0.0161884321833797,-0.0668458993246448,33,126,True,0.835,Medium
1894794,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.85,0.3,0.9,0.0263739827900829,-0.1131907090468584,0.0337214808679945,-0.0386729952818756,0.0262853039872403,-0.0197613095768309,0.0270684886026237,-0.0172200941879835,0.021258762432793,-0.1076116516418373,41,145,True,0.835,Medium
2947552,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.85,0.3,0.8,0.0267578812527988,-0.0470077559583266,0.0360510893904543,-0.0712559141322031,0.0283856580390824,-0.0588515394803982,0.0290236092555868,-0.0099033657870146,0.0190443586895086,0.015564320999209,30,89,True,0.835,Medium
7331626,mortgage,EVALUATIVE,0.75,0.2,0.8,EVALUATIVE,0.8,0.2,0.8,0.0324416195603048,0.1102190673859094,0.0363625497635031,0.1456819397710382,0.0305415474275646,0.1178716135217589,0.0337628250408152,0.232957750667209,0.0283854397774133,0.0892309168024957,19,65,True,0.775,Low
17301295,mortgage,EVALUATIVE,0.85,0.2,0.85,EVALUATIVE,0.8,0.4,0.8,0.0252358155437207,-0.0806020037409094,0.0313558555501591,-0.0087970562134421,0.0235749987724764,-0.0614050294295496,0.0286060870187052,-0.0555537187580055,0.0208614864539479,-0.0593945560900788,124,473,True,0.825,Medium
1552312,mortgage,DELEGATIVE,0.82,0.85,0.35,DELEGATIVE,0.85,0.85,0.4,0.0220023865128531,-0.0912880865581429,0.0246533015458497,-0.0692357754485943,0.019946508934391,-0.0541630613587774,0.0203015482666868,-0.0083374550062447,0.0177113418440661,-0.0837031004894581,94,401,True,0.835,Medium
1434776,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.8,0.3,0.8,0.0298169733275064,-0.138970624652287,0.0341554028230363,-0.0339760119734201,0.0281242789226746,-0.0593943269163003,0.0328109480049873,-0.0691842396452473,0.0241085720385898,-0.0506480737157275,94,313,True,0.825,Medium
1856542,mortgage,EVALUATIVE,0.75,0.35,0.75,DELEGATIVE,0.8,0.8,0.5,0.0339338933146859,0.0063121322339808,0.0363395303242167,0.0391866165618422,0.0322691032932868,0.0644710982610954,0.0292388598784526,0.0210984247816922,0.0247131990484587,0.0109387546486131,174,580,False,0.775,Low
3584958,mortgage,EVALUATIVE,0.75,0.2,0.8,EVALUATIVE,0.7,0.3,0.7,0.0217658029036878,-0.0137345401904958,0.027608215541832,-0.0084626514007421,0.0194124328744576,0.0129904524381747,0.0203814323193465,-0.0125464997322281,0.017238209123127,-0.0548187794928789,55,246,True,0.725,Low
1419703,mortgage,EVALUATIVE,0.75,0.2,0.8,DELEGATIVE,0.8,0.8,0.4,0.0321376200440636,-0.0235879708206424,0.0283719522210858,0.094650496253757,0.026642685181085,0.0672254178840894,0.0259693243972387,0.0064753968413781,0.0209699689917637,-0.0275765097312993,30,124,False,0.775,Low
2685644,mortgage,EVALUATIVE,0.82,0.15,0.85,EVALUATIVE,0.85,0.3,0.9,0.0197362786397189,-0.0476908820244563,0.0225941436119826,0.0366642408889196,0.0188274297201658,-0.0389073498086376,0.0200917659448466,-0.020708758218656,0.016146356532824,-0.0655887521104581,27,122,True,0.835,Medium
4421080,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.3,0.85,0.0401221936527455,-0.1449693626623911,0.0401401955403256,-0.0646640322341057,0.03114305139757,-0.112699220617026,0.0327506553700004,-0.1165158301739167,0.0280990746927395,-0.1373011163107609,52,150,True,0.85,High
2940766,mortgage,EVALUATIVE,0.72,0.15,0.75,UNCLASSIFIABLE,0.6,0.3,0.4,0.0233913740428725,-0.0160258581104174,0.0274951058948573,0.0627237962855857,0.0160655590760539,0.0175325423261677,0.0209182085890298,-0.0191250163999687,0.0172858602364303,0.0004338033641265,14,65,False,0.6599999999999999,Low
8291111,mortgage,EVALUATIVE,0.75,0.25,0.8,EVALUATIVE,0.7,0.3,0.7,0.0323667824221341,-0.1080421217315533,0.0323598942660535,-0.0762656601832652,0.027615633667282,-0.0092983229887901,0.0237284087213995,-0.0753638089373544,0.0232374202679143,-0.0914535988560058,21,76,True,0.725,Low
5191088,mortgage,EVALUATIVE,0.82,0.15,0.85,EVALUATIVE,0.8,0.3,0.8,0.0381829305047531,-0.1148367509623371,0.0438513651437522,-0.0504756793869222,0.0287026389895601,-0.0293271861495238,0.0306460514319813,-0.0970281909380231,0.0314453557011592,-0.1231838583976946,55,158,True,0.81,Medium
2021388,mortgage,DELEGATIVE,0.82,0.82,0.35,DELEGATIVE,0.8,0.8,0.4,0.0282641776440245,-0.0946041261234622,0.0355007087186777,-0.044205237879837,0.0247814196432575,-0.0632208182337209,0.0271581900829198,-0.0431498200903809,0.0221370083626888,-0.0452791436340352,108,367,True,0.81,Medium
1486784,mortgage,DELEGATIVE,0.78,0.75,0.35,DELEGATIVE,0.85,0.85,0.4,0.022801109402649,-0.1608961477667808,0.0280767155755012,-0.0926156477612262,0.0231754748250651,-0.0754913352976244,0.0223185845982948,-0.0850492688035207,0.0183162970692084,-0.1384084648997307,70,281,True,0.815,Medium
3884183,mortgage,EVALUATIVE,0.72,0.3,0.75,UNCLASSIFIABLE,0.4,0.3,0.3,0.0200454331095873,-0.0920636919411804,0.0214134169072604,-0.0525506607531207,0.0194247929199521,-0.0310411207556943,0.0174261961627026,-0.0569479841992611,0.016304233295908,-0.1446468027961344,23,115,False,0.56,Low
4064711,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.85,0.3,0.9,0.0278475780542801,-0.0873219562178557,0.0320978225098153,-0.0087739003455773,0.0233897711640415,-0.0135683052881066,0.0260360650037006,-0.0510793961301817,0.0211866930006376,-0.0288530640585007,50,205,True,0.835,Medium
2107357,mortgage,DELEGATIVE,0.82,0.82,0.45,DELEGATIVE,0.85,0.85,0.6,0.022893967828524,-0.0324920549173452,0.0278883479590451,-0.0189319103523355,0.0197910123614235,-0.0099776883375868,0.0182491839750731,-0.0144005281570835,0.0191402517953444,-0.0610235848286817,75,352,True,0.835,Medium
3041788,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.3,0.9,0.0319399524539925,-0.1213632442218128,0.0404687027440388,-0.0184594882062697,0.0279656378621458,-0.0146169210921859,0.0282900940421411,-0.082113777915575,0.0225911166641294,-0.1141904094116369,54,170,True,0.85,High
3386227,mortgage,EVALUATIVE,0.72,0.15,0.75,EVALUATIVE,0.8,0.3,0.8,0.0320661697860883,-0.082766978689168,0.0307212484393591,0.0109345837050791,0.0260651526739827,0.0072297503357355,0.0243047064229115,-0.0348887811163302,0.0207790736019278,-0.0228031361635563,21,76,True,0.76,Low
10642226,mortgage,DELEGATIVE,0.82,0.82,0.45,DELEGATIVE,0.85,0.85,0.4,0.0372503333709932,-0.1205422108263797,0.0499237055101697,-0.0539755931009528,0.0311172353084387,-0.0491660386255697,0.0313960218202702,-0.1141030498784129,0.0295886566242502,-0.1009537486401995,155,506,True,0.835,Medium
3304219,mortgage,EVALUATIVE,0.75,0.25,0.85,EVALUATIVE,0.85,0.2,0.9,0.032845629354641,-0.0930261993118099,0.0406212848152901,-0.0256424725265928,0.0301000915550202,-0.0665059656245896,0.0319322153027165,-0.0885320313997569,0.0264623633819948,-0.0961597462401465,45,144,True,0.8,Medium
13357175,mortgage,DELEGATIVE,0.72,0.75,0.35,UNCLASSIFIABLE,0.6,0.5,0.5,0.0209387985609256,-0.1287532135991886,0.0283276145009033,-0.0635047503364737,0.0233032704396659,-2.6392604548988656e-06,0.0203604047709823,-0.0174418411027229,0.017290810774111,-0.067355826984096,38,167,False,0.6599999999999999,Low
1706832,mortgage,EVALUATIVE,0.82,0.15,0.85,EVALUATIVE,0.85,0.3,0.9,0.0213442005405707,-0.1019681329462763,0.0338106515990057,-0.0673420710069151,0.0248971179041134,-0.008717567744852,0.0259216314770858,-0.0613740437964997,0.0169730935070108,-0.0914576755801349,27,111,True,0.835,Medium
19105245,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.3,0.9,0.0213174028064617,-0.0969948455759019,0.0220779186477336,-0.0853487658507888,0.0164465559560109,-0.1088653984412686,0.0201354054184655,-0.0503927841766629,0.0139022054318821,-0.0873947402546013,55,258,True,0.85,High
6207801,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.3,0.9,0.0181217880091617,-0.0929836296606628,0.0217787334568621,-0.0395759548536689,0.0186450322132499,-0.0486880831939949,0.0195928117982054,-0.022531579003446,0.013570688145768,-0.0979710845795288,127,594,True,0.85,High
1616628,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.8,0.4,0.8,0.0208646458157223,-0.0824246730148725,0.0225045318953102,-0.0268794257525776,0.019003720407719,-0.0381096156806875,0.0187764584191458,-0.0412210431251711,0.016478926000224,-0.0723105894099631,167,770,True,0.81,Medium
3149341,mortgage,DELEGATIVE,0.75,0.75,0.15,UNCLASSIFIABLE,0.6,0.4,0.3,0.0529973587439327,0.0479830084239596,0.0471999858818234,0.0188266017654985,0.0376761039921075,0.0896783395453911,0.0352900097030481,0.0093507112729724,0.0310652387521826,0.0160671507823856,26,70,False,0.675,Low
1946489,mortgage,DELEGATIVE,0.75,0.75,0.25,DELEGATIVE,0.85,0.85,0.4,0.030034145787613,-0.1173102799513923,0.0284867466303516,-0.0613586686063093,0.0237900212661861,-0.0347442515654834,0.0229647317069633,-0.1141203158147063,0.0224150415555144,-0.1159739754443087,27,87,True,0.8,Medium
3008093,mortgage,DELEGATIVE,0.82,0.82,0.35,EVALUATIVE,0.7,0.4,0.7,0.0222804872922492,-0.1283490735538386,0.0241587285342986,-0.062946988253485,0.0195738651167011,-0.0120569898652397,0.0190616562625061,-0.0633158128588186,0.0161989579015309,-0.0851071871234465,139,655,False,0.76,Low
8095587,mortgage,DELEGATIVE,0.92,0.9,0.35,DELEGATIVE,0.9,0.9,0.4,0.0296752701347557,-0.1440169963939776,0.0326265158170724,-0.0705752780445252,0.0226598430811815,-0.0780960609357748,0.0251703699574478,-0.0672214164484543,0.0198731100601532,-0.055436628225511,117,455,True,0.91,High
4940627,mortgage,EVALUATIVE,0.75,0.25,0.85,DELEGATIVE,0.8,0.8,0.4,0.0273399607011529,-0.172210652659968,0.0323542320676376,-0.1032087977533837,0.0229891406332822,-0.1118746291576937,0.0279266779822891,-0.1006413959074195,0.0207114436449011,-0.1349721996066775,80,303,False,0.775,Low
1892189,mortgage,EVALUATIVE,0.75,0.25,0.8,DELEGATIVE,0.8,0.8,0.4,0.0245393587485413,-0.0661329720926894,0.0308588949578275,0.0064186955151925,0.0221006235263773,-0.0337255326845749,0.0233677250392094,-0.0463100803592467,0.0186261240743131,-0.0437321474306228,168,657,False,0.775,Low
5529698,mortgage,EVALUATIVE,0.75,0.3,0.85,DELEGATIVE,0.8,0.8,0.5,0.0243148439275829,-0.0746903117414488,0.0254227328964231,-0.0187590532467652,0.0194402607373704,-0.0162793484900941,0.0190056548857606,-0.051848115960043,0.0171356744089319,-0.051658759807253,94,428,False,0.775,Low
8575310,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.8,0.3,0.8,0.0189649573472485,-0.1437293043138753,0.0243014549655809,-0.0426661332896948,0.0197938196006141,-0.0455901699271555,0.0185757342556546,-0.0736826044287437,0.014794246722891,-0.068065782951172,65,284,True,0.81,Medium
2997010,mortgage,EVALUATIVE,0.75,0.2,0.8,EVALUATIVE,0.8,0.3,0.8,0.0194985764977256,-0.1369721434269239,0.0235088479623155,-0.0747087497105199,0.0181355995740746,-0.0093455348272183,0.01750188655083,-0.0466286837270656,0.017336192462096,-0.077687780044776,22,127,True,0.775,Low
18543463,mortgage,EVALUATIVE,0.75,0.25,0.85,EVALUATIVE,0.7,0.4,0.7,0.0271735526409227,-0.0932844116841004,0.0327705978498265,-0.066357465807576,0.0223086517344793,-0.0205851459156165,0.0253151954618,-0.0610959184255405,0.0180086504939993,-0.0838781172767455,58,252,True,0.725,Low
4439979,mortgage,EVALUATIVE,0.85,0.25,0.85,EVALUATIVE,0.85,0.3,0.9,0.0284475661638942,-0.0573984108805697,0.0359882592550197,-0.0013662747954632,0.0291403956128761,0.0467363704398473,0.0275103857782353,0.006235383457107,0.0227485562604162,-0.0865361391530176,69,227,True,0.85,High
5269055,mortgage,EVALUATIVE,0.75,0.25,0.75,EVALUATIVE,0.8,0.3,0.8,0.0257143698705116,-0.1082254870930178,0.0270533022439637,-0.039698062149369,0.0209298656355954,-0.0438959904409554,0.0224222672483702,-0.0547271191606894,0.0182685866268589,-0.0652536280378475,134,519,True,0.775,Low
5555889,mortgage,EVALUATIVE,0.82,0.25,0.85,EVALUATIVE,0.85,0.3,0.9,0.033208633707303,-0.1271691577887049,0.0349545202527417,-0.0881936812462506,0.026727270030922,-0.074648317970872,0.0278423257961515,-0.045423746584095,0.0230844246346031,-0.0706156307569963,59,197,True,0.835,Medium
12624818,mortgage,EVALUATIVE,0.82,0.15,0.85,EVALUATIVE,0.8,0.2,0.8,0.0334227279465299,-0.1117020280600211,0.041224583494872,-0.0266816542102908,0.0312388699142471,-0.0135618487462617,0.0289299856261768,-0.0066247893083618,0.0247914559594437,-0.1660605893114821,15,45,True,0.81,Medium
2041530,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.85,0.2,0.9,0.0229262815310954,-0.055776439143443,0.0226958821937838,-0.0574777213433114,0.0222971880373969,-0.0233688187597315,0.0190714029983477,-0.0523102949520486,0.0151135363110619,-0.1332610961170099,23,106,True,0.85,High
7337518,mortgage,EVALUATIVE,0.85,0.15,0.85,EVALUATIVE,0.9,0.2,0.9,0.0229684203875604,-0.1197861834369492,0.0300575407892664,-0.0982801844899881,0.0216422684731678,-0.0370580186610963,0.0188874557072735,-0.0243120185739569,0.0153593540408805,-0.1234024001593644,30,133,True,0.875,High
1441443,mortgage,EVALUATIVE,0.75,0.25,0.85,EVALUATIVE,0.8,0.4,0.8,0.032780770381803,-0.0520964770423415,0.0357439772140219,-0.000187619199279,0.0249895363131229,0.0002813325787311,0.0274600040518824,-0.0145086701358811,0.0247847748918772,-0.0521332318295915,117,409,True,0.775,Low
9824513,mortgage,EVALUATIVE,0.75,0.2,0.75,UNCLASSIFIABLE,0.6,0.4,0.5,0.0189051318761473,-0.1006321966400679,0.0209075033073414,-0.0838447980413193,0.0183350217746363,0.0279965912554935,0.0157514143899607,-0.0465641957765073,0.0145324541784161,-0.1214250217187353,29,170,False,0.675,Low
3488425,mortgage,EVALUATIVE,0.85,0.2,0.9,EVALUATIVE,0.9,0.2,0.9,0.0320897614880831,-0.108039447515223,0.0412600343725599,-0.0387991441160985,0.0268933489102011,-0.0686843861162165,0.0272830577707011,-0.0686307137765747,0.0276224032447607,-0.1446548642363641,58,189,True,0.875,High
