complaint_id,product_group,sonnet_classification,gpt4o_classification,concordant_classification,avg_delegative_score,avg_evaluative_score,care_p,fairness_p,loyalty_p,authority_p,sanctity_p
14525613,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0203874555539272,0.0260890646633524,0.0204564879061824,0.0205761778095742,0.0147567708775231
15349565,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0204490541630692,0.0255383191207373,0.0242483532123526,0.0226283857694247,0.0179619259234688
12133395,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.375,0.0318685240925342,0.0365448943708842,0.0302810588786707,0.0268337294422979,0.0212537490959785
2955745,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0254355930686283,0.0283769286654882,0.0209203602397783,0.0210667135348662,0.0170720173321234
4374587,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0245234515421445,0.0294983113543858,0.0223829873800552,0.0207129439639397,0.0177701556777785
2131823,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.8,0.0189934195871593,0.0232822608907358,0.0177362591055293,0.0158282981285683,0.0131311428885771
2156302,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.525,0.0188737377995559,0.0252208001896309,0.0166357237411414,0.0167700870145141,0.015061604519424
11068425,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0375291656031544,0.0423196300981655,0.0278079250029392,0.0279484681893251,0.0282121148254025
8303248,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.375,0.8,0.0318080121903576,0.0372308638879334,0.0296519407795876,0.0301668354285515,0.0273564746642328
2294740,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0266279326774755,0.0313444827077805,0.0258963545036775,0.025528285562654,0.0186756634587844
12682915,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.8,0.42500000000000004,0.0242215775423825,0.0290882660548192,0.0193409332113549,0.0193843690315626,0.0179450357144757
10660830,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.825,0.375,0.0330235869482055,0.0303991103530426,0.0263117182814653,0.0251878078207647,0.0227461905268929
2643480,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0219120934241891,0.0288437831447286,0.0218743065869635,0.0245573965273529,0.0149853049116751
9319115,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0277513333213372,0.0316482662060796,0.0252271486003866,0.0298222078207772,0.0232325066959599
1804051,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.875,0.0231873485093474,0.0322233694346775,0.0212292472409741,0.0245744737427468,0.01725889611797
2336406,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.375,0.0334098553628906,0.0337275320099584,0.027082880756053,0.02455325828907,0.0220483143666738
5653038,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0222078719331699,0.0306455983231792,0.0206652830033456,0.0209555520650812,0.0157300081274559
7290181,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.725,0.0235308134720356,0.0255107278501037,0.0200967480542581,0.0175397453649178,0.0190593556283367
5281671,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.8500000000000001,0.024056367982973,0.0289031739325736,0.0251929574960552,0.0261674603756512,0.0195642550360808
2752182,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.0249745917024003,0.025878053072621,0.0210752195102864,0.0209472675479712,0.0188438292999287
4661195,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0261234814075089,0.0333272915701639,0.0213059056937592,0.0202566385437985,0.0217955784081448
3086033,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0259873595087734,0.0281978763914761,0.0218836855382269,0.0297883006851631,0.0161884321833797
1894794,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0263739827900829,0.0337214808679945,0.0262853039872403,0.0270684886026237,0.021258762432793
2947552,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0267578812527988,0.0360510893904543,0.0283856580390824,0.0290236092555868,0.0190443586895086
7331626,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.2,0.8,0.0324416195603048,0.0363625497635031,0.0305415474275646,0.0337628250408152,0.0283854397774133
17301295,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.30000000000000004,0.825,0.0252358155437207,0.0313558555501591,0.0235749987724764,0.0286060870187052,0.0208614864539479
1552312,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0220023865128531,0.0246533015458497,0.019946508934391,0.0203015482666868,0.0177113418440661
1434776,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0298169733275064,0.0341554028230363,0.0281242789226746,0.0328109480049873,0.0241085720385898
3584958,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.75,0.0217658029036878,0.027608215541832,0.0194124328744576,0.0203814323193465,0.017238209123127
2685644,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0197362786397189,0.0225941436119826,0.0188274297201658,0.0200917659448466,0.016146356532824
4421080,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.85,0.0401221936527455,0.0401401955403256,0.03114305139757,0.0327506553700004,0.0280990746927395
8291111,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.75,0.0323667824221341,0.0323598942660535,0.027615633667282,0.0237284087213995,0.0232374202679143
5191088,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0381829305047531,0.0438513651437522,0.0287026389895601,0.0306460514319813,0.0314453557011592
2021388,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.375,0.0282641776440245,0.0355007087186777,0.0247814196432575,0.0271581900829198,0.0221370083626888
1486784,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.8,0.375,0.022801109402649,0.0280767155755012,0.0231754748250651,0.0223185845982948,0.0183162970692084
4064711,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0278475780542801,0.0320978225098153,0.0233897711640415,0.0260360650037006,0.0211866930006376
2107357,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.525,0.022893967828524,0.0278883479590451,0.0197910123614235,0.0182491839750731,0.0191402517953444
3041788,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0319399524539925,0.0404687027440388,0.0279656378621458,0.0282900940421411,0.0225911166641294
3386227,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.775,0.0320661697860883,0.0307212484393591,0.0260651526739827,0.0243047064229115,0.0207790736019278
10642226,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.42500000000000004,0.0372503333709932,0.0499237055101697,0.0311172353084387,0.0313960218202702,0.0295886566242502
3304219,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.225,0.875,0.032845629354641,0.0406212848152901,0.0301000915550202,0.0319322153027165,0.0264623633819948
1706832,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0213442005405707,0.0338106515990057,0.0248971179041134,0.0259216314770858,0.0169730935070108
19105245,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0213174028064617,0.0220779186477336,0.0164465559560109,0.0201354054184655,0.0139022054318821
6207801,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0181217880091617,0.0217787334568621,0.0186450322132499,0.0195928117982054,0.013570688145768
1616628,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0208646458157223,0.0225045318953102,0.019003720407719,0.0187764584191458,0.016478926000224
1946489,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.8,0.325,0.030034145787613,0.0284867466303516,0.0237900212661861,0.0229647317069633,0.0224150415555144
8095587,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.9,0.375,0.0296752701347557,0.0326265158170724,0.0226598430811815,0.0251703699574478,0.0198731100601532
8575310,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0189649573472485,0.0243014549655809,0.0197938196006141,0.0185757342556546,0.014794246722891
2997010,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0194985764977256,0.0235088479623155,0.0181355995740746,0.01750188655083,0.017336192462096
18543463,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.7749999999999999,0.0271735526409227,0.0327705978498265,0.0223086517344793,0.0253151954618,0.0180086504939993
4439979,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0284475661638942,0.0359882592550197,0.0291403956128761,0.0275103857782353,0.0227485562604162
5269055,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.775,0.0257143698705116,0.0270533022439637,0.0209298656355954,0.0224222672483702,0.0182685866268589
5555889,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.033208633707303,0.0349545202527417,0.026727270030922,0.0278423257961515,0.0230844246346031
12624818,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.825,0.0334227279465299,0.041224583494872,0.0312388699142471,0.0289299856261768,0.0247914559594437
2041530,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0229262815310954,0.0226958821937838,0.0222971880373969,0.0190714029983477,0.0151135363110619
7337518,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0229684203875604,0.0300575407892664,0.0216422684731678,0.0188874557072735,0.0153593540408805
1441443,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.032780770381803,0.0357439772140219,0.0249895363131229,0.0274600040518824,0.0247847748918772
3488425,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.2,0.9,0.0320897614880831,0.0412600343725599,0.0268933489102011,0.0272830577707011,0.0276224032447607
3861978,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0218193520255124,0.0227465206265084,0.0184829742317106,0.0235628439383418,0.016703199607369
4925841,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.8,0.0275732499947402,0.0371078162516747,0.0242349440141827,0.0251785505377855,0.0223233837200813
2083843,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0242678235772207,0.0284699391894767,0.0180475174541141,0.0189530890338214,0.0160530716587427
2036303,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.275,0.0219606828368395,0.0288348163831874,0.0204709468381367,0.019835662466332,0.0157363264105196
2833666,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0217843550650112,0.023262375782725,0.0197919392456318,0.0211532974336017,0.0159915497458885
1880945,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.825,0.0237732428914575,0.0265322826003336,0.0221408864848251,0.0242584387153427,0.0179007355023056
6301981,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.825,0.0231571335978767,0.0268327169796096,0.0222545185741736,0.022490484882166,0.0172505329285403
1751307,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0261074077132843,0.0282815524122567,0.0223247083283467,0.0210663725712063,0.0218125574115864
2791457,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.42500000000000004,0.029208277432326,0.031810670898106,0.0258960512484867,0.0265298311765264,0.0221218837809614
4228598,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.875,0.0275357830630977,0.0313814399809564,0.0246761344766353,0.027660994045611,0.020933181313942
7130408,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.875,0.0283678965671612,0.0326108498017344,0.0250484402886597,0.0285869364939808,0.0210548110433713
3596008,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0238216556729705,0.0332890888257532,0.022826883387992,0.0238320495515773,0.0210905790165517
4321406,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0262449183804817,0.0299039761166923,0.0230006994677724,0.0239726428137076,0.0200070421612337
12318178,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0241523146650989,0.0298287497405081,0.0208467215180673,0.0241431260821267,0.0198146490423314
4046931,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.825,0.0255740170046999,0.0329629037258552,0.0240793768859464,0.0281786178331774,0.020133275933523
1695209,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.027950940467653,0.0330050551682608,0.0221548254858752,0.0261183481481086,0.016986535639522
2874994,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.725,0.0233475409057588,0.022841885896761,0.0185180535202484,0.0167039275159505,0.0156636477396398
15881910,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0256441934186134,0.0301834875112203,0.0246485059872227,0.0231584941787111,0.0190701342646248
4929598,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.9,0.020587531562847,0.0265602776738415,0.0205092579612985,0.0227969110552879,0.0156223127735695
16466880,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.9,0.0334967658666944,0.0391748485201459,0.0241564342744443,0.0271317795844641,0.0263738008431905
5147678,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.30000000000000004,0.75,0.0310972822757514,0.035413346036299,0.0263924184206527,0.0282233471883366,0.0219910144001758
8607914,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.15000000000000002,0.8,0.0251065683459734,0.0259782439268803,0.0241678853768915,0.0213706525864105,0.016181463238932
5221414,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0152132786800741,0.0213832239975251,0.0142643279852935,0.0150611218586001,0.0125854562345065
2797399,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.032470033683188,0.0353876119565472,0.027186144243786,0.025563644126412,0.0238784135149351
2958797,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.30000000000000004,0.25,0.0360780245689478,0.0407353278777237,0.0309727208726397,0.0316064979674255,0.0307491250958416
3791030,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.025558970104936,0.0318615791561761,0.0235478766270457,0.0246681177459974,0.0198148011561561
2974781,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.775,0.0218137546122072,0.0278925897349083,0.0155879278039834,0.0230096184232558,0.0158837947565623
8304080,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.2,0.775,0.0166248955266834,0.023994795618507,0.0172979206228951,0.0190363018907193,0.0167066989904921
2961314,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.775,0.026143827457795,0.0336098246600315,0.0212277105569917,0.0223702614407387,0.0178147736223143
6453354,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0298721203800964,0.0390949149365661,0.0256207969789329,0.0259888531121314,0.024135401247987
2435204,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.8,0.0191236091092327,0.0232354337241595,0.019452029014718,0.0199599619000726,0.015921979753496
1433973,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0339172513165837,0.0398763761464414,0.0338337059586303,0.0344560839907102,0.0319362276657617
7758346,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.725,0.0212233398029438,0.0229049890899836,0.0193323568383309,0.0186697040165233,0.0149120578880417
1676627,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.835,0.375,0.0257498083875338,0.0313335610944924,0.0219772365314709,0.0219265278571096,0.0163480116765453
4091370,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.8500000000000001,0.0204855407607868,0.025689846702255,0.018932250389764,0.0187983556246658,0.0162487123747496
4868427,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.225,0.875,0.0220456818045179,0.0235672726406819,0.020435940474794,0.0195299854632082,0.0165818122231586
7679883,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0239752602571944,0.0292901781330552,0.0215541848277936,0.0220187691838754,0.0205789281393485
2476191,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.8500000000000001,0.0302964633062788,0.0377857349991139,0.0261607029411685,0.0289587196201107,0.0253558925989478
9334976,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.02899970947069,0.0327693501659245,0.0256272394162759,0.0241423136673334,0.0207083548802414
7622311,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.1,0.15,0.0319218828483625,0.0380374330092778,0.0281430175544732,0.0237785472566646,0.0242409742687509
4205376,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.3,0.875,0.0269365482792977,0.0305185549489011,0.02237358505127,0.0249941324162824,0.0208504882480204
13842852,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.75,0.0322280622014842,0.0411030084365254,0.0272921419757638,0.026276120545917,0.0272124742165663
1660612,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0149295184701952,0.0184766094743339,0.0138375241874364,0.0157902192264814,0.0099137913335397
2335215,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.8,0.0323827134273202,0.0327148132592018,0.0255192485316455,0.0271670138284523,0.0215240356065942
8595686,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0249944791255109,0.0292262830423579,0.022891504292636,0.0212193395022012,0.0195831067046178
3442396,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0332609031043562,0.0428260990741483,0.0279861534678226,0.031601694323071,0.0204295488813535
2032761,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.35,0.8,0.024392207082181,0.0277283862576228,0.0180562416883161,0.0198742077451831,0.0147693394359794
3318395,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.9,0.0299726127639921,0.0351111034162536,0.0232082273222432,0.0226732500475162,0.0210946988475643
4615597,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0270320803686125,0.0327197765303512,0.0210704841137503,0.0189496207346704,0.0199118296954202
2077985,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.9,0.0230423551179292,0.0303078496665734,0.0225947026145395,0.0202933381529285,0.0162101297544782
1595307,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.725,0.0251433492005152,0.0279015292929907,0.0239597328375551,0.0244811913734252,0.0182746901829337
4197125,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.525,0.0301319894957466,0.0349190892671644,0.0244549849998307,0.0242993289527977,0.0212694327166528
3884330,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.026139216186571,0.0292201911906762,0.0191715911388271,0.0208374184302326,0.0188591331816695
3294144,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.925,0.0251264523636031,0.0282133111149157,0.0242207741707369,0.0266285906555079,0.018242118224904
14540103,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0248665150755229,0.0283882044795712,0.0213605103984995,0.0195468992480862,0.0214701817753698
8457467,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0215305149923195,0.0240455829498825,0.0177796817747205,0.0186441797297602,0.0161698543539846
2916036,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0284596050703438,0.0329434033936156,0.0223759731378473,0.0226084754722431,0.020008192118687
1603009,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.8,0.0184511147618362,0.0223560071644953,0.0172655866628847,0.0172367936196203,0.0130056631943007
3389175,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.25,0.875,0.0201724765381057,0.0227734580494372,0.0192021477972583,0.0197841974362858,0.0133536336315279
4485893,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.325,0.825,0.0319227788076471,0.0390787617300857,0.0294350721384373,0.026977396315579,0.0249813310279444
15828704,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.019988515352661,0.0265718596086015,0.0214049426829103,0.0220416993670712,0.0144588601446492
14772681,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.85,0.375,0.0234437523020596,0.0249741237387713,0.0206817126382586,0.0187889302666174,0.0178175226644612
4607289,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0254338254374669,0.0275149760333227,0.0236175916690324,0.0227499859967301,0.0194463583206788
11894646,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.79,0.375,0.0260355568033538,0.029099757470128,0.0205688653050595,0.0192039276523587,0.0209852390711271
4522353,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.8,0.375,0.0290342961738276,0.0321739627704589,0.0229415875941582,0.0234845554317842,0.0201491114336627
3533578,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.0295350677940371,0.0388130043138317,0.0248996370395698,0.023129611243063,0.0216680279012883
3848216,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.375,0.0272093997083662,0.0291011488546261,0.0234573357333245,0.0236224425951074,0.019798464871564
3148515,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.875,0.4,0.0237756447882872,0.0275453129473842,0.0218772994076914,0.0238794260668328,0.0199040844166149
1423339,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.81,0.42500000000000004,0.0246535204970819,0.0294391643798391,0.0239623061824872,0.0210591494889088,0.0188408213659873
3583281,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.86,0.525,0.0271916139511617,0.0294540576506532,0.0253516733722021,0.0240746261830633,0.0199838147401289
2733715,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0234759118464528,0.0253853764191376,0.0209213115364572,0.020510697173519,0.0166651928035589
5233636,mortgage,UNCLASSIFIABLE,UNCLASSIFIABLE,UNCLASSIFIABLE,0.2,0.2,0.0404197591911183,0.0360056151685685,0.0316882317224129,0.0312021730173932,0.0254214527266832
4528307,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.2,0.875,0.0292442332332479,0.032310733272454,0.0254504874068168,0.0288043628390405,0.019084261227857
12016059,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.875,0.0221953358442646,0.0258991506372902,0.0202644714734572,0.0238388560528944,0.0160552233686512
5279353,mortgage,DELEGATIVE,DELEGATIVE,DELEGATIVE,0.775,0.375,0.0257093558339835,0.0294450133298127,0.0213496438002979,0.0204786299058367,0.0205817631667287
17477093,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.875,0.0254766943861227,0.0326924228437559,0.025134117870369,0.0265493228278259,0.0185422092857595
3229897,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.175,0.825,0.0227036364729661,0.0287684706077713,0.0244295611814422,0.0272717049443032,0.0212640513808845
1495227,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.85,0.0379621928843986,0.0336213896236044,0.0269647480839123,0.0255296354570284,0.0241213120288255
14578194,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.8500000000000001,0.0257067412421243,0.0355157500626232,0.0205664696400592,0.0256139181739321,0.0175118026691418
3169509,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0244793743517477,0.0285972884361033,0.0189682543578426,0.0222013413279297,0.020361364984873
1889573,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0305376648661351,0.0353587263370761,0.0299041953704036,0.0276097852466018,0.021902183563329
5881335,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.22499999999999998,0.825,0.0429680436767851,0.0429273365224844,0.0364103300930855,0.031402283963434,0.0285332847959155
6089783,mortgage,EVALUATIVE,EVALUATIVE,EVALUATIVE,0.275,0.825,0.027159672650503,0.0299590555575022,0.0190191065181021,0.0198594475841339,0.0177450053619151
